"","id","created_at","updated_at","active","birth_date","city","country","draft_season","draft_round","draft_overall_pick","draft_team_name","first_name","handedness","bats","height","unit_of_height","last_name","name","position_abbreviation","position_name","salary","humanized_salary","salary_currency","school","slug","sport","state","weight","unit_of_weight","years_of_experience","league_id","playing_position_id","team_id","full_name"
"11","648b2b8a-bca3-427e-b23e-d57b9cde021d","2016-01-06T01:03:49-05:00","2016-04-03T06:17:18-04:00",FALSE,"1991-08-09","Izmir","TUR",NA,NA,NA,NA,"Furkan","unknown","bats_unknown",81,"inches","Aldemir","Furkan Aldemir","PF","Power Forward",2836768,"2,836,768","USD",NA,"nba-furkan-aldemir","basketball",NA,230,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","5dbabffc-0df0-4322-8401-3d57005bb073","3d81c773-7502-4799-a2a4-61d0669207e4","furkan aldemir"
"12","6ea4be71-6013-46c5-a950-34d2a0fc9f82","2016-01-06T00:48:11-05:00","2016-05-17T06:04:22-04:00",TRUE,"1988-10-31","Burnsville","USA","2010",1,11,"New Orleans","Cole","unknown","bats_unknown",83,"inches","Aldrich","Cole Aldrich","C","Center",1100602,"1,100,602","USD",NA,"nba-cole-aldrich","basketball","Minnesota",250,"pounds",5,"3c805f57-ef31-407d-b633-54bac8745b9e","fbd1be80-ae5b-4179-a871-6e6df24f688f","5bf2300f-777b-4caa-9ef3-3fda11f17ad1","cole aldrich"
"13","b19797e6-196e-4eb3-8016-19355ce753c4","2016-01-06T00:48:09-05:00","2016-05-16T02:13:17-04:00",TRUE,"1985-07-19","Dallas","USA","2006",1,2,"Chicago","LaMarcus","unknown","bats_unknown",83,"inches","Aldridge","LaMarcus Aldridge","PF","Power Forward",19689000,"19,689,000","USD",NA,"nba-lamarcus-aldridge","basketball","Texas",240,"pounds",9,"3c805f57-ef31-407d-b633-54bac8745b9e","5dbabffc-0df0-4322-8401-3d57005bb073","ed803cc0-8e6e-4798-b5aa-9eecbc977801","lamarcus aldridge"
"14","e12ffe20-be1b-4ed9-88b9-3b24689ffead","2016-01-06T00:49:56-05:00","2016-05-16T02:13:58-04:00",TRUE,"1995-11-16","Chicago","USA",NA,NA,NA,NA,"Cliff","unknown","bats_unknown",80,"inches","Alexander","Cliff Alexander","PF","Power Forward",525093,"525,093","USD",NA,"nba-cliff-alexander","basketball","Illinois",240,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","5dbabffc-0df0-4322-8401-3d57005bb073","181740b1-0645-421e-aa03-7b01268bd639","cliff alexander"
"15","bd2c59ef-0bc0-4a38-9545-2c1ea3d441cb","2016-04-06T11:15:34-04:00","2016-04-06T11:15:34-04:00",FALSE,"1986-12-26","Mt. Airy","USA",NA,NA,NA,NA,"Joe","unknown","bats_unknown",80,"inches","Alexander","Joe Alexander","F","Forward",NA,"","USD",NA,"nba-joe-alexander","basketball","Maryland",230,"pounds",2,"3c805f57-ef31-407d-b633-54bac8745b9e","9fcb3a3c-332b-4c40-8689-d2c7b3a4a415","2a173568-fca6-4891-8c3b-3573547b0b6b","joe alexander"
"16","c4d0f3ea-461c-47d5-ae2a-4a37a570314f","2016-01-06T00:48:04-05:00","2016-05-17T06:03:52-04:00",TRUE,"1989-02-04","Trenton","USA","2011",2,50,"Philadelphia","Lavoy","unknown","bats_unknown",81,"inches","Allen","Lavoy Allen","PF","Power Forward",4050000,"4,050,000","USD",NA,"nba-lavoy-allen","basketball","New Jersey",255,"pounds",4,"3c805f57-ef31-407d-b633-54bac8745b9e","5dbabffc-0df0-4322-8401-3d57005bb073","88710a85-be5d-429f-b0ba-10a27f1c1d79","lavoy allen"
"17","58f64fe9-4960-4f66-8528-9d317451e2dc","2016-04-06T11:09:09-04:00","2016-04-06T11:09:09-04:00",TRUE,"1975-07-20","Castle Air Force Base","USA","1996",1,5,"Minnesota","Ray","unknown","bats_unknown",77,"inches","Allen","Ray Allen","G","Guard",NA,"","USD",NA,"nba-ray-allen","basketball","California",205,"pounds",17,"3c805f57-ef31-407d-b633-54bac8745b9e","8d6f273b-faf3-4238-9fe5-e5e7244715fb","437c3537-8171-40c6-91ce-f690faf149f9","ray allen"
"18","c72f69f7-f3b4-49b1-971b-c0df3c68db03","2016-04-06T11:04:16-04:00","2016-04-06T11:04:16-04:00",FALSE,"1988-09-27","South Holland","USA",NA,NA,NA,NA,"Ryan","unknown","bats_unknown",75,"inches","Allen","Ryan Allen","G","Guard",NA,"","USD",NA,"nba-ryan-allen","basketball","Illinois",200,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","8d6f273b-faf3-4238-9fe5-e5e7244715fb","7e670063-ef8d-4356-947b-786a802205bd","ryan allen"
"19","68ee2af8-4d02-4f9d-99f2-55e1b92ec036","2016-01-06T00:47:58-05:00","2016-05-17T06:05:10-04:00",TRUE,"1982-01-11","Chicago","USA","2004",1,25,"Boston","Tony","unknown","bats_unknown",76,"inches","Allen","Tony Allen","SG","Shooting Guard",5158539,"5,158,539","USD",NA,"nba-tony-allen","basketball","Illinois",213,"pounds",11,"3c805f57-ef31-407d-b633-54bac8745b9e","8887df44-59d1-4fea-8007-1880babff6d9","52b6ddeb-ef1e-4146-9170-595c083c35b0","tony allen"
"20","74cbaf50-c5ba-4b8b-878f-325cadc65f12","2016-04-06T11:04:11-04:00","2016-04-06T11:04:11-04:00",FALSE,"1985-02-02","Dalton","USA",NA,NA,NA,NA,"Morris","unknown","bats_unknown",78,"inches","Almond","Morris Almond","G","Guard",NA,"","USD",NA,"nba-morris-almond","basketball","Georgia",225,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","8d6f273b-faf3-4238-9fe5-e5e7244715fb","2a173568-fca6-4891-8c3b-3573547b0b6b","morris almond"
"21","ffdfc7e3-932c-4bc0-8db7-82d87667c137","2016-01-06T00:48:05-05:00","2016-05-16T02:13:58-04:00",TRUE,"1990-09-21","Norcross","USA","2010",1,8,"Los Angeles Clippers","Al-Farouq","unknown","bats_unknown",81,"inches","Aminu","Al-Farouq Aminu","SF","Small Forward",8042895,"8,042,895","USD",NA,"nba-al-farouq-aminu","basketball","Georgia",215,"pounds",5,"3c805f57-ef31-407d-b633-54bac8745b9e","256b32e6-b465-4e4c-938e-2230696e3c5d","181740b1-0645-421e-aa03-7b01268bd639","al-farouq aminu"
"22","fee69f89-9bfc-4033-a64f-426745918e78","2016-01-06T00:49:19-05:00","2016-05-16T02:12:05-04:00",TRUE,"1982-12-07","Ventura","USA",NA,NA,NA,NA,"Lou","unknown","bats_unknown",81,"inches","Amundson","Lou Amundson","PF","Power Forward",1635476,"1,635,476","USD",NA,"nba-lou-amundson","basketball","California",220,"pounds",9,"3c805f57-ef31-407d-b633-54bac8745b9e","5dbabffc-0df0-4322-8401-3d57005bb073","d0e50d36-35cc-454b-a2b3-d56b2cbc029d","lou amundson"
"23","d88e5a1b-3595-46fe-91bd-4369a6e1651c","2016-01-06T00:47:55-05:00","2016-05-17T06:05:10-04:00",TRUE,"1978-07-07","Long Beach","USA",NA,NA,NA,NA,"Chris","unknown","bats_unknown",82,"inches","Andersen","Chris Andersen","PF","Power Forward",5000000,"5,000,000","USD",NA,"nba-chris-andersen","basketball","California",245,"pounds",13,"3c805f57-ef31-407d-b633-54bac8745b9e","5dbabffc-0df0-4322-8401-3d57005bb073","52b6ddeb-ef1e-4146-9170-595c083c35b0","chris andersen"
"24","249e8dbd-5553-46d3-8fa6-41fce1d0df4a","2016-01-06T03:43:04-05:00","2016-05-16T02:14:17-04:00",TRUE,"1982-10-16","Minneapolis","USA",NA,NA,NA,NA,"Alan","unknown","bats_unknown",78,"inches","Anderson","Alan Anderson","SG","Shooting Guard",4000000,"4,000,000","USD",NA,"nba-alan-anderson","basketball","Minnesota",220,"pounds",6,"3c805f57-ef31-407d-b633-54bac8745b9e","8887df44-59d1-4fea-8007-1880babff6d9","f42aa2e5-5f90-4325-8c35-24c780c9756e","alan anderson"
"25","380680f1-3200-4f44-b559-faf16e0bedc2","2016-01-06T01:03:50-05:00","2016-01-06T03:19:22-05:00",FALSE,"1987-04-08",NA,NA,NA,NA,NA,NA,"Jake","unknown","bats_unknown",74,"inches","Anderson","Jake Anderson","PG","Point Guard",0,"0","USD",NA,"nba-jake-anderson","basketball",NA,203,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","950b3ddd-28b6-4af1-a5a3-0d64b5fa9c85","7e670063-ef8d-4356-947b-786a802205bd","jake anderson"
"26","e1540d7e-4e9f-4133-8e08-6300c7b2f88d","2016-01-06T00:48:09-05:00","2016-05-16T02:13:48-04:00",TRUE,"1989-03-25","Junction City","USA","2010",1,20,"San Antonio","James","unknown","bats_unknown",78,"inches","Anderson","James Anderson","SG","Shooting Guard",1015421,"1,015,421","USD",NA,"nba-james-anderson","basketball","Arkansas",213,"pounds",4,"3c805f57-ef31-407d-b633-54bac8745b9e","8887df44-59d1-4fea-8007-1880babff6d9","1572a867-7efd-4338-9f64-b7b961676f37","james anderson"
"27","0d0d9ca5-0ec8-4b25-aa5c-3f7fb28db06e","2016-01-06T00:48:09-05:00","2016-05-17T06:03:19-04:00",TRUE,"1993-11-19","Montross","USA","2015",1,21,"Dallas","Justin","unknown","bats_unknown",78,"inches","Anderson","Justin Anderson","SG","Shooting Guard",1449000,"1,449,000","USD",NA,"nba-justin-anderson","basketball","Virginia",228,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","8887df44-59d1-4fea-8007-1880babff6d9","35ded680-b7b1-4cd9-a223-7bc4ab0b77ed","justin anderson"
"28","2a112a2b-1aa3-4b69-a52b-93050f565d27","2016-04-06T11:07:08-04:00","2016-04-06T11:07:08-04:00",FALSE,NA,"Atlanta","USA",NA,NA,NA,NA,"Kevin","unknown","bats_unknown",72,"inches","Anderson","Kevin Anderson","G","Guard",NA,"","USD",NA,"nba-kevin-anderson","basketball","Georgia",175,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","8d6f273b-faf3-4238-9fe5-e5e7244715fb","a9abb922-3a47-4d37-9250-2e5224a2b58a","kevin anderson"
"29","3d91f1a7-7f51-4720-8888-debb231a4f0e","2016-01-06T00:48:07-05:00","2016-05-16T02:13:17-04:00",TRUE,"1993-09-20","New York City","USA","2014",1,30,"San Antonio","Kyle","unknown","bats_unknown",81,"inches","Anderson","Kyle Anderson","SF","Small Forward",1142880,"1,142,880","USD",NA,"nba-kyle-anderson","basketball","New York",230,"pounds",1,"3c805f57-ef31-407d-b633-54bac8745b9e","256b32e6-b465-4e4c-938e-2230696e3c5d","ed803cc0-8e6e-4798-b5aa-9eecbc977801","kyle anderson"
"30","2dd1f63b-06b8-49c1-9051-d915d60a74ea","2016-01-06T00:48:01-05:00","2016-05-15T04:09:16-04:00",TRUE,"1988-05-06","Sacramento","USA","2008",1,21,"New Jersey","Ryan","unknown","bats_unknown",82,"inches","Anderson","Ryan Anderson","PF","Power Forward",8500000,"8,500,000","USD",NA,"nba-ryan-anderson","basketball","California",240,"pounds",7,"3c805f57-ef31-407d-b633-54bac8745b9e","5dbabffc-0df0-4322-8401-3d57005bb073","c29ace8e-5203-4891-b4e1-92f0a62bbced","ryan anderson"
"31","18f26b80-8f43-46bb-9d11-0d0ec4c33987","2016-04-06T11:04:09-04:00","2016-04-06T11:04:09-04:00",FALSE,"1985-03-09","Sacramento","USA",NA,NA,NA,NA,"Zach","unknown","bats_unknown",80,"inches","Andrews","Zach Andrews","G","Guard",NA,"","USD",NA,"nba-zach-andrews","basketball","California",225,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","8d6f273b-faf3-4238-9fe5-e5e7244715fb","ed6fc9b7-bfa2-4f04-a78d-f1876b6b4823","zach andrews"
"32","5b4a3b8c-5d43-47ad-b8b4-dfacd6c34e48","2016-01-06T00:48:28-05:00","2016-05-17T06:04:00-04:00",TRUE,"1994-12-16","Athens","GRC","2013",1,15,"Milwaukee","Giannis","unknown","bats_unknown",83,"inches","Antetokounmpo","Giannis Antetokounmpo","SF","Small Forward",1953960,"1,953,960","USD",NA,"nba-giannis-antetokounmpo","basketball",NA,222,"pounds",2,"3c805f57-ef31-407d-b633-54bac8745b9e","256b32e6-b465-4e4c-938e-2230696e3c5d","1bc89428-fb96-49cb-aae0-f6bf07a482a1","giannis antetokounmpo"
"33","cac7ce58-7d3d-468d-8088-25d17aae61b8","2016-01-06T01:04:15-05:00","2016-05-16T02:12:05-04:00",TRUE,"1992-07-17","Athens","GRC","2014",2,51,"New York","Thanasis","unknown","bats_unknown",78,"inches","Antetokounmpo","Thanasis Antetokounmpo","SF","Small Forward",30888,"30,888","USD",NA,"nba-thanasis-antetokounmpo","basketball",NA,205,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","256b32e6-b465-4e4c-938e-2230696e3c5d","d0e50d36-35cc-454b-a2b3-d56b2cbc029d","thanasis antetokounmpo"
"34","636c474b-069b-49bb-bd73-3237141cc328","2016-01-06T00:48:08-05:00","2016-05-16T02:12:05-04:00",TRUE,"1984-05-29","Brooklyn","USA","2003",1,3,"Denver","Carmelo","unknown","bats_unknown",80,"inches","Anthony","Carmelo Anthony","SF","Small Forward",22875000,"22,875,000","USD",NA,"nba-carmelo-anthony","basketball","New York",240,"pounds",12,"3c805f57-ef31-407d-b633-54bac8745b9e","256b32e6-b465-4e4c-938e-2230696e3c5d","d0e50d36-35cc-454b-a2b3-d56b2cbc029d","carmelo anthony"
"35","42160368-7c38-4f49-bbef-6cb4e829c9c0","2016-01-06T00:47:56-05:00","2016-05-17T06:05:01-04:00",TRUE,"1982-08-09","Montreal","CAN",NA,NA,NA,NA,"Joel","unknown","bats_unknown",81,"inches","Anthony","Joel Anthony","C","Center",2500000,"2,500,000","USD",NA,"nba-joel-anthony","basketball","Quebec",245,"pounds",8,"3c805f57-ef31-407d-b633-54bac8745b9e","fbd1be80-ae5b-4179-a871-6e6df24f688f","a93b4a16-d3ac-4dd0-9f3f-e556626eb498","joel anthony"
"36","1fa07efc-7e8d-4a8e-9f1c-82defc9664d7","2016-04-06T11:09:38-04:00","2016-04-06T11:16:30-04:00",TRUE,"1982-07-29","Skopje","MKD",NA,NA,NA,NA,"Pero","unknown","bats_unknown",83,"inches","Antic","Pero Antic","C","Center",1250000,"1,250,000","USD",NA,"nba-pero-antic","basketball",NA,260,"pounds",1,"3c805f57-ef31-407d-b633-54bac8745b9e","fbd1be80-ae5b-4179-a871-6e6df24f688f","20901970-53a0-417c-b5b4-832a74148af6","pero antic"
"37","63d584df-68b5-46b1-b1a6-0fae9ccce514","2016-01-06T01:03:32-05:00","2016-04-06T11:20:23-04:00",FALSE,"1992-02-13","Detroit","USA",NA,NA,NA,NA,"Keith","unknown","bats_unknown",73,"inches","Appling","Keith Appling","PG","Point Guard",30888,"30,888","USD",NA,"nba-keith-appling","basketball","Michigan",185,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","950b3ddd-28b6-4af1-a5a3-0d64b5fa9c85","c7f2a75a-d6fc-4d6d-b75f-acbfb9a4aeed","keith appling"
"38","8991699d-4771-43ec-bb2a-fe3370914e03","2016-01-06T00:48:01-05:00","2016-05-17T06:03:44-04:00",TRUE,"1985-06-30","Miami","USA","2004",2,43,"New York","Trevor","unknown","bats_unknown",80,"inches","Ariza","Trevor Ariza","SF","Small Forward",8193030,"8,193,030","USD",NA,"nba-trevor-ariza","basketball","Florida",215,"pounds",11,"3c805f57-ef31-407d-b633-54bac8745b9e","256b32e6-b465-4e4c-938e-2230696e3c5d","52084e2c-8311-47d7-9157-12dadbfb0f41","trevor ariza"
"39","bd6b92db-3eef-4829-8323-cfcced8b0ffe","2016-04-06T11:13:54-04:00","2016-04-06T11:15:34-04:00",TRUE,"1984-11-23","Peekskill","USA",NA,NA,NA,NA,"Hilton","unknown","bats_unknown",83,"inches","Armstrong","Hilton Armstrong","F","Forward",660619,"660,619","USD",NA,"nba-hilton-armstrong","basketball","New York",235,"pounds",5,"3c805f57-ef31-407d-b633-54bac8745b9e","9fcb3a3c-332b-4c40-8689-d2c7b3a4a415","2a173568-fca6-4891-8c3b-3573547b0b6b","hilton armstrong"
"40","58d14d8d-fb54-43bf-a4ab-3edfd9897e8d","2016-01-06T00:48:02-05:00","2016-05-17T06:03:30-04:00",TRUE,"1988-03-25","Dallas","USA","2008",1,27,"New Orleans","Darrell","unknown","bats_unknown",81,"inches","Arthur","Darrell Arthur","PF","Power Forward",2814000,"2,814,000","USD",NA,"nba-darrell-arthur","basketball","Texas",235,"pounds",6,"3c805f57-ef31-407d-b633-54bac8745b9e","5dbabffc-0df0-4322-8401-3d57005bb073","cb0629eb-a7ed-4775-8d2f-3f1929e82311","darrell arthur"
"41","b54f0c7b-c8ac-45e6-bd6a-4c63416d71ed","2016-01-06T01:03:50-05:00","2016-04-03T02:31:33-04:00",FALSE,NA,"San Fransisco","USA",NA,NA,NA,NA,"Brandon","unknown","bats_unknown",80,"inches","Ashley","Brandon Ashley","PF","Power Forward",0,"0","USD",NA,"nba-brandon-ashley","basketball","California",230,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","5dbabffc-0df0-4322-8401-3d57005bb073","35ded680-b7b1-4cd9-a223-7bc4ab0b77ed","brandon ashley"
"42","730a667b-f5b7-475b-8565-ab99157f950a","2016-01-06T00:47:59-05:00","2016-05-15T04:09:17-04:00",TRUE,"1986-07-04","Bursa","TUR","2008",2,36,"Portland","Omer","unknown","bats_unknown",84,"inches","Asik","Omer Asik","C","Center",9213483,"9,213,483","USD",NA,"nba-omer-asik","basketball",NA,255,"pounds",5,"3c805f57-ef31-407d-b633-54bac8745b9e","fbd1be80-ae5b-4179-a871-6e6df24f688f","c29ace8e-5203-4891-b4e1-92f0a62bbced","omer asik"
"43","29c7952f-aab1-4f94-b38e-b717f75ffc08","2016-01-06T01:04:15-05:00","2016-04-03T02:32:13-04:00",FALSE,NA,"Clinton","USA",NA,NA,NA,NA,"Darion","unknown","bats_unknown",80,"inches","Atkins","Darion Atkins","SF","Small Forward",0,"0","USD",NA,"nba-darion-atkins","basketball","Maryland",234,"pounds",3,"3c805f57-ef31-407d-b633-54bac8745b9e","256b32e6-b465-4e4c-938e-2230696e3c5d","d0e50d36-35cc-454b-a2b3-d56b2cbc029d","darion atkins"
"44","8264c95c-5162-4f55-b147-c22f6fd84654","2016-01-06T03:18:52-05:00","2016-04-03T02:33:26-04:00",FALSE,NA,"Columbia","USA",NA,NA,NA,NA,"Eric","unknown","bats_unknown",74,"inches","Atkins","Eric Atkins","PG","Point Guard",0,"0","USD",NA,"nba-eric-atkins","basketball","Maryland",182,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","950b3ddd-28b6-4af1-a5a3-0d64b5fa9c85","3d25723a-25c7-48b1-9c69-f92ff957a4c8","eric atkins"
"45","8855e156-cf79-45d8-8a09-74a276d2682d","2016-01-06T00:48:03-05:00","2016-05-17T06:03:30-04:00",TRUE,"1987-11-10","New Orleans","USA","2008",1,9,"Charlotte","D.J.","unknown","bats_unknown",72,"inches","Augustin","D.J. Augustin","PG","Point Guard",3000000,"3,000,000","USD",NA,"nba-d-j-augustin","basketball","Louisiana",183,"pounds",7,"3c805f57-ef31-407d-b633-54bac8745b9e","950b3ddd-28b6-4af1-a5a3-0d64b5fa9c85","cb0629eb-a7ed-4775-8d2f-3f1929e82311","d.j. augustin"
"46","2dfb0c45-832c-4276-a3e6-76d84abae4af","2016-04-06T11:08:14-04:00","2016-04-06T11:08:14-04:00",FALSE,NA,NA,NA,NA,NA,NA,NA,"Cyril","unknown","bats_unknown",83,"inches","Awere","Cyril Awere","C","Center",NA,"","USD",NA,"nba-cyril-awere","basketball",NA,268,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","fbd1be80-ae5b-4179-a871-6e6df24f688f","1572a867-7efd-4338-9f64-b7b961676f37","cyril awere"
"47","14006457-cce3-40ae-a318-9bfed06d7854","2016-04-06T11:05:34-04:00","2016-04-06T11:09:38-04:00",TRUE,"1985-04-01","Tepic","MEX",NA,NA,NA,NA,"Gustavo","unknown","bats_unknown",82,"inches","Ayon","Gustavo Ayon","F","Forward",1500000,"1,500,000","USD",NA,"nba-gustavo-ayon","basketball",NA,250,"pounds",2,"3c805f57-ef31-407d-b633-54bac8745b9e","9fcb3a3c-332b-4c40-8689-d2c7b3a4a415","20901970-53a0-417c-b5b4-832a74148af6","gustavo ayon"
"48","53857524-7f67-44d3-948d-af2ca1049dcb","2016-01-23T20:32:50-05:00","2016-05-17T06:04:22-04:00",TRUE,"1987-04-29","Ontario","USA","2009",2,31,"Sacramento","Jeff","unknown","bats_unknown",81,"inches","Ayres","Jeff Ayres","PF","Power Forward",111444,"111,444","USD",NA,"nba-jeff-ayres","basketball","California",250,"pounds",4,"3c805f57-ef31-407d-b633-54bac8745b9e","5dbabffc-0df0-4322-8401-3d57005bb073","5bf2300f-777b-4caa-9ef3-3fda11f17ad1","jeff ayres"
"49","593f883d-2d53-4345-a773-f48d94fe9572","2016-04-06T11:04:01-04:00","2016-04-06T11:07:08-04:00",FALSE,"1983-12-16","Tulsa","USA",NA,NA,NA,NA,"Kelenna","unknown","bats_unknown",77,"inches","Azubuike","Kelenna Azubuike","G","Guard",NA,"","USD",NA,"nba-kelenna-azubuike","basketball","Oklahoma",215,"pounds",0,"3c805f57-ef31-407d-b633-54bac8745b9e","8d6f273b-faf3-4238-9fe5-e5e7244715fb","a9abb922-3a47-4d37-9250-2e5224a2b58a","kelenna azubuike"
"50","ec901189-d60d-466e-8b8f-51aa124813a4","2016-01-06T01:03:42-05:00","2016-04-06T18:36:33-04:00",FALSE,"1990-02-14","Arlington","USA",NA,NA,NA,NA,"Chris","unknown","bats_unknown",77,"inches","Babb","Chris Babb","SG","Shooting Guard",0,"0","USD",NA,"nba-chris-babb","basketball","Texas",225,"pounds",1,"3c805f57-ef31-407d-b633-54bac8745b9e","8887df44-59d1-4fea-8007-1880babff6d9","2a173568-fca6-4891-8c3b-3573547b0b6b","chris babb"
